route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
"1087384773","4418_248039","4418_298915","Lucca","18639","1","2147381625"
"1087384773","4418_248040","4418_298916","Pistoia","18650","0","2083068938"
"1087384773","4418_248041","4418_298917","Pistoia","18652","0","2083068938"
"1087384773","4418_248016","4418_298918","Firenze C.M.","18829","1","3428186799"
"1087384773","4418_248012","4418_298919","Lucca","18587","0","3928012225"
"1087384773","4418_248042","4418_298920","Lucca","18625","1","2147381625"
"1087384773","4418_248042","4418_298921","Lucca","18629","1","2147381625"
"1087384773","4418_248043","4418_298922","Pistoia","18468","0","2478297587"
"1087384773","4418_248045","4418_298924","Firenze Smn","18483","1","3865866155"
"1087384773","4418_248046","4418_298925","Prato C.Le","18838","0","3011645643"
"1087384773","4418_248047","4418_298926","Viareggio","18622","0","2060785310"
"1087384773","4418_248048","4418_298927","Lucca","18623","1","2147381625"
"1087384773","4418_248049","4418_298928","Firenze Smn","18679","1","2014601387"
"1087384773","4418_248050","4418_298929","Firenze Smn","18487","1","3865866155"
"1087384773","4418_248051","4418_298930","Firenze Smn","18685","1","2014601387"
"1087384773","4418_248053","4418_298932","Viareggio","34152","0","4561102"
"1087384773","4418_248053","4418_298933","Montecatini T.","34159","1","221804510"
"1087384773","4418_248053","4418_298934","Montecatini T.","34161","1","3548944485"
"1087384773","4418_248053","4418_298935","Montecatini T.","34221","1","221804510"
"1087384773","4418_248053","4418_298936","Montecatini T.","34153","1","4002251045"
"1087384773","4418_248053","4418_298937","Viareggio","34158","0","4116477679"
"1087384773","4418_248053","4418_298938","Firenze Smn","18511","1","4045474996"
"1087384773","4418_248053","4418_298939","Lucca","34051","1","2147381625"
"1087384773","4418_248053","4418_298940","Montecatini T.","34157","1","904440906"
"1087384773","4418_248053","4418_298941","Montecatini T.","34165","1","904440906"
"1087384773","4418_248053","4418_298942","Viareggio","34178","0","2255164815"
"1087384773","4418_248053","4418_298943","Firenze Smn","18501","1","3865866155"
